weekday,day,month,Malware sites detected,Phishing sites detected,Malware sites number,Phishing sites number,Attack sites,Compromised sites,Browser warnings,Search warnings,Webmaster response time,Reinfection rate
6,9,6,0,35372,0,0,0,0,3533145,4605329,27,26
6,16,6,0,34028,0,0,0,0,3305670,4024433,27,28
6,23,6,0,31170,0,0,0,0,3284713,3135313,27,28
6,30,6,0,30578,0,0,0,0,3222532,2287321,26,31
6,7,7,0,32129,0,0,0,0,2999925,2114877,26,33
6,14,7,0,31313,0,0,0,0,2891800,1947104,25,34
6,21,7,2425,31165,46911,1396366,0,0,2763704,1722933,25,35
6,28,7,2213,30819,42925,1442096,0,0,2604411,1717655,26,36
6,4,8,1969,31036,39046,1482980,142,2290,2340791,1890990,0,0
6,11,8,1838,29847,35199,1520605,110,2079,2268561,2009021,0,0
6,18,8,1880,29826,31452,1554690,94,1859,2257336,2112880,0,0
6,25,8,1843,30089,31016,1555454,79,1716,2208227,2217974,0,0
6,1,9,1688,30344,30613,1556411,61,1630,2122417,2371220,0,0
6,8,9,1417,30517,29879,1557946,52,1366,2548631,2221130,0,0
6,15,9,1214,31200,29057,1559343,46,1169,2766651,2686553,0,0
6,22,9,956,31497,28080,1561153,31,925,2929327,3086090,0,0
6,29,9,1121,32470,27340,1564760,25,1096,3176733,3233185,0,0
6,6,10,1406,33942,26942,1571270,26,1381,3410243,3368879,0,0
6,13,10,1712,35002,27104,1580820,33,1680,3040992,4265236,0,0
6,20,10,2391,35701,27906,1592706,42,2351,2907328,5461880,0,0
6,27,10,2806,36548,28846,1607029,47,2762,2706089,9445841,0,0
6,3,11,0,0,0,0,0,0,0,0,0,0
